Time_ms	C1 Voltage_mV
1.036734E+0	5.961250E+1
1.049334E+0	5.961250E+1
1.061934E+0	5.948750E+1
1.074534E+0	5.942500E+1
1.087134E+0	5.942500E+1
1.099734E+0	5.955000E+1
1.112334E+0	5.967500E+1
1.124934E+0	6.023750E+1
1.137534E+0	6.111250E+1
1.150134E+0	6.111250E+1
1.162734E+0	6.186250E+1
1.175334E+0	6.105000E+1
1.187934E+0	6.086250E+1
1.200534E+0	6.042500E+1
1.213134E+0	6.048750E+1
1.225734E+0	6.092500E+1
1.238334E+0	6.142500E+1
1.250934E+0	6.123750E+1
1.263534E+0	6.017500E+1
1.276134E+0	5.980000E+1
1.288734E+0	5.911250E+1
1.301334E+0	5.905000E+1
1.313934E+0	5.898750E+1
1.326534E+0	5.861250E+1
1.339134E+0	5.830000E+1
1.351734E+0	5.823750E+1
1.364334E+0	5.830000E+1
1.376934E+0	5.880000E+1
1.389534E+0	5.898750E+1
1.402134E+0	5.961250E+1
1.414734E+0	5.973750E+1
1.427334E+0	6.011250E+1
1.439934E+0	6.048750E+1
1.452534E+0	6.042500E+1
1.465134E+0	6.105000E+1
1.477734E+0	6.073750E+1
1.490334E+0	6.111250E+1
1.502934E+0	6.111250E+1
1.515534E+0	6.117500E+1
1.528134E+0	6.105000E+1
1.540734E+0	6.086250E+1
1.553334E+0	6.186250E+1
1.565934E+0	6.211250E+1
1.578534E+0	6.267500E+1
1.591134E+0	6.298750E+1
1.603734E+0	6.311250E+1
1.616334E+0	6.298750E+1
1.628934E+0	6.323750E+1
1.641534E+0	6.323750E+1
1.654134E+0	6.373750E+1
1.666734E+0	6.411250E+1
1.679334E+0	6.392500E+1
1.691934E+0	6.492500E+1
1.704534E+0	6.511250E+1
1.717134E+0	6.517500E+1
1.729734E+0	6.492500E+1
1.742334E+0	6.442500E+1
1.754934E+0	6.373750E+1
1.767534E+0	6.323750E+1
1.780134E+0	6.298750E+1
1.792734E+0	6.173750E+1
1.805334E+0	6.186250E+1
1.817934E+0	6.167500E+1
1.830534E+0	6.180000E+1
1.843134E+0	6.198750E+1
1.855734E+0	6.205000E+1
1.868334E+0	6.211250E+1
1.880934E+0	6.223750E+1
1.893534E+0	6.261250E+1
1.906134E+0	6.236250E+1
1.918734E+0	6.248750E+1
1.931334E+0	6.367500E+1
1.943934E+0	6.398750E+1
1.956534E+0	6.517500E+1
1.969134E+0	6.492500E+1
1.981734E+0	6.486250E+1
1.994334E+0	6.398750E+1
2.006934E+0	6.273750E+1
2.019534E+0	6.192500E+1
2.032134E+0	6.180000E+1
2.044734E+0	6.061250E+1
2.057334E+0	6.061250E+1
2.069934E+0	6.061250E+1
2.082534E+0	6.092500E+1
2.095134E+0	6.123750E+1
2.107734E+0	6.173750E+1
2.120334E+0	6.155000E+1
2.132934E+0	6.155000E+1
2.145534E+0	6.173750E+1
2.158134E+0	6.186250E+1
2.170734E+0	6.173750E+1
2.183334E+0	6.173750E+1
2.195934E+0	6.123750E+1
2.208534E+0	6.105000E+1
2.221134E+0	6.067500E+1
2.233734E+0	6.042500E+1
2.246334E+0	6.036250E+1
2.258934E+0	6.117500E+1
2.271534E+0	6.055000E+1
2.284134E+0	6.061250E+1
2.296734E+0	6.017500E+1
2.309334E+0	5.992500E+1
2.321934E+0	6.005000E+1
2.334534E+0	6.011250E+1
2.347134E+0	5.992500E+1
2.359734E+0	6.017500E+1
2.372334E+0	5.986250E+1
2.384934E+0	5.986250E+1
2.397534E+0	5.986250E+1
2.410134E+0	5.992500E+1
2.422734E+0	5.992500E+1
2.435334E+0	5.986250E+1
2.447934E+0	5.986250E+1
2.460534E+0	6.017500E+1
2.473134E+0	6.086250E+1
2.485734E+0	6.098750E+1
2.498334E+0	6.111250E+1
2.510934E+0	6.148750E+1
2.523534E+0	6.217500E+1
2.536134E+0	6.317500E+1
2.548734E+0	6.380000E+1
2.561334E+0	6.411250E+1
2.573934E+0	6.498750E+1
2.586534E+0	6.517500E+1
2.599134E+0	6.486250E+1
2.611734E+0	6.536250E+1
2.624334E+0	6.517500E+1
2.636934E+0	6.548750E+1
2.649534E+0	6.573750E+1
2.662134E+0	6.573750E+1
2.674734E+0	6.580000E+1
2.687334E+0	6.567500E+1
2.699934E+0	6.548750E+1
2.712534E+0	6.548750E+1
2.725134E+0	6.486250E+1
2.737734E+0	6.461250E+1
2.750334E+0	6.517500E+1
2.762934E+0	6.467500E+1
2.775534E+0	6.473750E+1
2.788134E+0	6.511250E+1
2.800734E+0	6.430000E+1
2.813334E+0	6.367500E+1
2.825934E+0	6.355000E+1
2.838534E+0	6.261250E+1
2.851134E+0	6.242500E+1
2.863734E+0	6.167500E+1
2.876334E+0	6.167500E+1
2.888934E+0	6.198750E+1
2.901534E+0	6.173750E+1
2.914134E+0	6.111250E+1
2.926734E+0	6.098750E+1
2.939334E+0	6.098750E+1
2.951934E+0	6.048750E+1
2.964534E+0	6.117500E+1
2.977134E+0	6.111250E+1
2.989734E+0	6.098750E+1
3.002334E+0	6.067500E+1
3.014934E+0	6.117500E+1
3.027534E+0	6.111250E+1
3.040134E+0	6.061250E+1
3.052734E+0	6.111250E+1
3.065334E+0	6.123750E+1
3.077934E+0	6.061250E+1
3.090534E+0	6.098750E+1
3.103134E+0	6.117500E+1
3.115734E+0	6.098750E+1
3.128334E+0	6.123750E+1
3.140934E+0	6.123750E+1
3.153534E+0	6.142500E+1
3.166134E+0	6.136250E+1
3.178734E+0	6.123750E+1
3.191334E+0	6.073750E+1
3.203934E+0	6.092500E+1
3.216534E+0	6.067500E+1
3.229134E+0	6.142500E+1
3.241734E+0	6.123750E+1
3.254334E+0	6.186250E+1
3.266934E+0	6.192500E+1
3.279534E+0	6.192500E+1
3.292134E+0	6.148750E+1
3.304734E+0	6.192500E+1
3.317334E+0	6.180000E+1
3.329934E+0	6.067500E+1
3.342534E+0	5.973750E+1
3.355134E+0	5.948750E+1
3.367734E+0	5.973750E+1
3.380334E+0	5.986250E+1
3.392934E+0	6.048750E+1
3.405534E+0	6.142500E+1
3.418134E+0	6.180000E+1
3.430734E+0	6.223750E+1
3.443334E+0	6.230000E+1
3.455934E+0	6.230000E+1
3.468534E+0	6.167500E+1
3.481134E+0	6.148750E+1
3.493734E+0	6.161250E+1
3.506334E+0	6.173750E+1
3.518934E+0	6.142500E+1
3.531534E+0	6.073750E+1
3.544134E+0	6.086250E+1
3.556734E+0	6.061250E+1
3.569334E+0	6.073750E+1
3.581934E+0	6.055000E+1
3.594534E+0	6.055000E+1
3.607134E+0	6.067500E+1
3.619734E+0	6.067500E+1
3.632334E+0	6.017500E+1
3.644934E+0	6.017500E+1
3.657534E+0	5.961250E+1
3.670134E+0	5.923750E+1
3.682734E+0	5.936250E+1
3.695334E+0	5.923750E+1
3.707934E+0	5.873750E+1
3.720534E+0	5.861250E+1
3.733134E+0	5.817500E+1
3.745734E+0	5.886250E+1
3.758334E+0	5.892500E+1
3.770934E+0	5.873750E+1
3.783534E+0	5.898750E+1
3.796134E+0	5.898750E+1
3.808734E+0	5.911250E+1
3.821334E+0	5.911250E+1
3.833934E+0	5.880000E+1
3.846534E+0	5.942500E+1
3.859134E+0	5.886250E+1
3.871734E+0	5.905000E+1
3.884334E+0	5.955000E+1
3.896934E+0	5.942500E+1
3.909534E+0	5.948750E+1
3.922134E+0	5.961250E+1
3.934734E+0	6.023750E+1
3.947334E+0	6.030000E+1
3.959934E+0	5.986250E+1
3.972534E+0	6.023750E+1
3.985134E+0	6.036250E+1
3.997734E+0	6.048750E+1
4.010334E+0	6.092500E+1
4.022934E+0	6.067500E+1
4.035534E+0	6.123750E+1
4.048134E+0	6.061250E+1
4.060734E+0	6.055000E+1
4.073334E+0	6.048750E+1
4.085934E+0	5.998750E+1
4.098534E+0	6.048750E+1
4.111134E+0	6.005000E+1
4.123734E+0	5.992500E+1
4.136334E+0	6.017500E+1
4.148934E+0	5.992500E+1
4.161534E+0	6.086250E+1
4.174134E+0	6.105000E+1
4.186734E+0	6.105000E+1
4.199334E+0	6.155000E+1
4.211934E+0	6.167500E+1
4.224534E+0	6.173750E+1
4.237134E+0	6.136250E+1
4.249734E+0	6.161250E+1
4.262334E+0	6.142500E+1
4.274934E+0	6.161250E+1
4.287534E+0	6.180000E+1
4.300134E+0	6.173750E+1
4.312734E+0	6.167500E+1
4.325334E+0	6.173750E+1
4.337934E+0	6.155000E+1
4.350534E+0	6.167500E+1
4.363134E+0	6.161250E+1
4.375734E+0	6.148750E+1
4.388334E+0	6.142500E+1
4.400934E+0	6.142500E+1
4.413534E+0	6.111250E+1
4.426134E+0	6.092500E+1
4.438734E+0	6.117500E+1
4.451334E+0	6.142500E+1
4.463934E+0	6.192500E+1
4.476534E+0	6.161250E+1
4.489134E+0	6.117500E+1
