Time_ms	C1 Voltage_mV
1.364401E+1	2.631250E+1
1.377001E+1	2.631250E+1
1.389601E+1	2.600000E+1
1.402201E+1	2.725000E+1
1.414801E+1	2.756250E+1
1.427401E+1	2.756250E+1
1.440001E+1	2.506250E+1
1.452601E+1	2.506250E+1
1.465201E+1	2.506250E+1
1.477801E+1	2.475000E+1
1.490401E+1	2.568750E+1
1.503001E+1	2.475000E+1
1.515601E+1	2.506250E+1
1.528201E+1	2.506250E+1
1.540801E+1	2.475000E+1
1.553401E+1	2.412500E+1
1.566001E+1	2.443750E+1
1.578601E+1	2.443750E+1
1.591201E+1	2.443750E+1
1.603801E+1	2.537500E+1
1.616401E+1	2.568750E+1
1.629001E+1	2.506250E+1
1.641601E+1	2.662500E+1
1.654201E+1	2.631250E+1
1.666801E+1	2.662500E+1
1.679401E+1	2.693750E+1
1.692001E+1	2.537500E+1
1.704601E+1	2.693750E+1
1.717201E+1	2.568750E+1
1.729801E+1	2.568750E+1
1.742401E+1	2.475000E+1
1.755001E+1	2.443750E+1
1.767601E+1	2.412500E+1
1.780201E+1	2.443750E+1
1.792801E+1	2.693750E+1
1.805401E+1	2.693750E+1
1.818001E+1	2.662500E+1
1.830601E+1	2.537500E+1
1.843201E+1	2.568750E+1
1.855801E+1	2.537500E+1
1.868401E+1	2.600000E+1
1.881001E+1	2.662500E+1
1.893601E+1	2.537500E+1
1.906201E+1	2.443750E+1
1.918801E+1	2.506250E+1
1.931401E+1	2.568750E+1
1.944001E+1	2.568750E+1
1.956601E+1	2.506250E+1
1.969201E+1	2.568750E+1
1.981801E+1	2.475000E+1
1.994401E+1	2.568750E+1
2.007001E+1	2.537500E+1
2.019601E+1	2.600000E+1
2.032201E+1	2.506250E+1
2.044801E+1	2.568750E+1
2.057401E+1	2.506250E+1
2.070001E+1	2.568750E+1
2.082601E+1	2.600000E+1
2.095201E+1	2.537500E+1
2.107801E+1	2.662500E+1
2.120401E+1	2.568750E+1
2.133001E+1	2.506250E+1
2.145601E+1	2.568750E+1
2.158201E+1	2.600000E+1
2.170801E+1	2.443750E+1
2.183401E+1	2.443750E+1
2.196001E+1	2.412500E+1
2.208601E+1	2.506250E+1
2.221201E+1	2.475000E+1
2.233801E+1	2.443750E+1
2.246401E+1	2.443750E+1
2.259001E+1	2.600000E+1
2.271601E+1	2.506250E+1
2.284201E+1	2.568750E+1
2.296801E+1	2.475000E+1
2.309401E+1	2.537500E+1
2.322001E+1	2.662500E+1
2.334601E+1	2.568750E+1
2.347201E+1	2.506250E+1
2.359801E+1	2.631250E+1
2.372401E+1	2.537500E+1
2.385001E+1	2.568750E+1
2.397601E+1	2.506250E+1
2.410201E+1	2.568750E+1
2.422801E+1	2.537500E+1
2.435401E+1	2.443750E+1
2.448001E+1	2.568750E+1
2.460601E+1	2.568750E+1
2.473201E+1	2.537500E+1
2.485801E+1	2.662500E+1
2.498401E+1	2.568750E+1
2.511001E+1	2.537500E+1
2.523601E+1	2.568750E+1
2.536201E+1	2.600000E+1
2.548801E+1	2.506250E+1
2.561401E+1	2.631250E+1
2.574001E+1	2.506250E+1
2.586601E+1	2.725000E+1
2.599201E+1	2.756250E+1
2.611801E+1	2.568750E+1
2.624401E+1	2.568750E+1
2.637001E+1	2.506250E+1
2.649601E+1	2.506250E+1
2.662201E+1	2.506250E+1
2.674801E+1	2.756250E+1
2.687401E+1	2.693750E+1
2.700001E+1	2.568750E+1
2.712601E+1	2.568750E+1
2.725201E+1	2.537500E+1
2.737801E+1	2.631250E+1
2.750401E+1	2.506250E+1
2.763001E+1	2.443750E+1
2.775601E+1	2.600000E+1
2.788201E+1	2.662500E+1
2.800801E+1	2.818750E+1
2.813401E+1	2.662500E+1
2.826001E+1	2.600000E+1
2.838601E+1	2.475000E+1
2.851201E+1	2.693750E+1
2.863801E+1	2.537500E+1
2.876401E+1	2.787500E+1
2.889001E+1	2.631250E+1
2.901601E+1	2.568750E+1
2.914201E+1	2.475000E+1
2.926801E+1	2.506250E+1
2.939401E+1	2.568750E+1
2.952001E+1	2.631250E+1
2.964601E+1	2.506250E+1
2.977201E+1	2.475000E+1
2.989801E+1	2.475000E+1
3.002401E+1	2.475000E+1
3.015001E+1	2.506250E+1
3.027601E+1	2.506250E+1
3.040201E+1	2.631250E+1
3.052801E+1	2.537500E+1
3.065401E+1	2.537500E+1
3.078001E+1	2.443750E+1
3.090601E+1	2.412500E+1
3.103201E+1	2.568750E+1
3.115801E+1	2.537500E+1
3.128401E+1	2.568750E+1
3.141001E+1	2.631250E+1
3.153601E+1	2.506250E+1
3.166201E+1	2.568750E+1
3.178801E+1	2.568750E+1
3.191401E+1	2.506250E+1
3.204001E+1	2.631250E+1
3.216601E+1	2.537500E+1
3.229201E+1	2.506250E+1
3.241801E+1	2.506250E+1
3.254401E+1	2.537500E+1
3.267001E+1	2.506250E+1
3.279601E+1	2.568750E+1
3.292201E+1	2.443750E+1
3.304801E+1	2.600000E+1
3.317401E+1	2.506250E+1
3.330001E+1	2.537500E+1
3.342601E+1	2.537500E+1
3.355201E+1	2.443750E+1
3.367801E+1	2.443750E+1
3.380401E+1	2.506250E+1
3.393001E+1	2.475000E+1
3.405601E+1	2.412500E+1
3.418201E+1	2.412500E+1
3.430801E+1	2.568750E+1
3.443401E+1	2.568750E+1
3.456001E+1	2.631250E+1
3.468601E+1	2.506250E+1
3.481201E+1	2.537500E+1
3.493801E+1	2.443750E+1
3.506401E+1	2.506250E+1
3.519001E+1	2.568750E+1
3.531601E+1	2.506250E+1
3.544201E+1	2.443750E+1
3.556801E+1	2.725000E+1
3.569401E+1	2.818750E+1
3.582001E+1	2.537500E+1
3.594601E+1	2.600000E+1
3.607201E+1	2.506250E+1
3.619801E+1	2.475000E+1
3.632401E+1	2.412500E+1
3.645001E+1	2.506250E+1
3.657601E+1	2.693750E+1
3.670201E+1	2.506250E+1
3.682801E+1	2.475000E+1
3.695401E+1	2.412500E+1
3.708001E+1	2.412500E+1
3.720601E+1	2.412500E+1
3.733201E+1	2.568750E+1
3.745801E+1	2.600000E+1
3.758401E+1	2.475000E+1
3.771001E+1	2.693750E+1
3.783601E+1	2.475000E+1
3.796201E+1	2.725000E+1
3.808801E+1	2.693750E+1
3.821401E+1	2.537500E+1
3.834001E+1	2.756250E+1
3.846601E+1	2.818750E+1
3.859201E+1	2.662500E+1
3.871801E+1	2.506250E+1
3.884401E+1	2.506250E+1
3.897001E+1	2.443750E+1
3.909601E+1	2.568750E+1
3.922201E+1	2.568750E+1
3.934801E+1	2.537500E+1
3.947401E+1	2.506250E+1
3.960001E+1	2.506250E+1
3.972601E+1	2.662500E+1
3.985201E+1	2.443750E+1
3.997801E+1	2.631250E+1
4.010401E+1	2.693750E+1
4.023001E+1	2.693750E+1
4.035601E+1	2.600000E+1
4.048201E+1	2.506250E+1
4.060801E+1	2.381250E+1
4.073401E+1	2.443750E+1
4.086001E+1	2.475000E+1
4.098601E+1	2.568750E+1
4.111201E+1	2.506250E+1
4.123801E+1	2.693750E+1
4.136401E+1	2.506250E+1
4.149001E+1	2.443750E+1
4.161601E+1	2.443750E+1
4.174201E+1	2.506250E+1
4.186801E+1	2.537500E+1
4.199401E+1	2.506250E+1
4.212001E+1	2.506250E+1
4.224601E+1	2.631250E+1
4.237201E+1	2.631250E+1
4.249801E+1	2.662500E+1
4.262401E+1	2.568750E+1
4.275001E+1	2.506250E+1
4.287601E+1	2.443750E+1
4.300201E+1	2.475000E+1
4.312801E+1	2.568750E+1
4.325401E+1	2.537500E+1
4.338001E+1	2.475000E+1
4.350601E+1	2.631250E+1
4.363201E+1	2.537500E+1
4.375801E+1	2.506250E+1
4.388401E+1	2.693750E+1
4.401001E+1	2.662500E+1
4.413601E+1	2.662500E+1
4.426201E+1	2.568750E+1
4.438801E+1	2.443750E+1
4.451401E+1	2.506250E+1
4.464001E+1	2.506250E+1
4.476601E+1	2.443750E+1
4.489201E+1	2.693750E+1
