0
0.1
0.2
0.302
0.351
0.38
0.39
0.4
0.41
0.42
0.43
0.44
0.45
0.46
0.479
0.51
0.548
0.55
0.6
0.713
0.9
0.901
1.203
1.5
1.752
1.923
