8.46000000E+2	-7.74725379E+1
8.46004500E+2	-7.80666039E+1
8.46009000E+2	-7.78183204E+1
8.46013500E+2	-7.74345020E+1
8.46018000E+2	-7.74405138E+1
8.46022500E+2	-7.74269938E+1
8.46027000E+2	-7.74734178E+1
8.46031500E+2	-7.74778302E+1
8.46036000E+2	-7.71529572E+1
8.46040500E+2	-7.73890887E+1
8.46045000E+2	-7.73898041E+1
8.46049500E+2	-7.73587169E+1
8.46054000E+2	-7.69393516E+1
8.46058500E+2	-7.70343615E+1
8.46063000E+2	-7.72108142E+1
8.46067500E+2	-7.73336934E+1
8.46072000E+2	-7.72031552E+1
8.46076500E+2	-7.73207035E+1
8.46081000E+2	-7.73602668E+1
8.46085500E+2	-7.70408356E+1
8.46090000E+2	-7.71166615E+1
8.46094500E+2	-7.70596122E+1
8.46099000E+2	-7.72739985E+1
8.46103500E+2	-7.76595689E+1
8.46108000E+2	-7.79963552E+1
8.46112500E+2	-7.75924324E+1
8.46117000E+2	-7.71527575E+1
8.46121500E+2	-7.73474924E+1
8.46126000E+2	-7.77883043E+1
8.46130500E+2	-7.76294270E+1
8.46135000E+2	-7.78763099E+1
8.46139500E+2	-7.73256186E+1
8.46144000E+2	-7.77737945E+1
8.46148500E+2	-7.77650506E+1
8.46153000E+2	-7.78846485E+1
8.46157500E+2	-7.76437988E+1
8.46162000E+2	-7.76127528E+1
8.46166500E+2	-7.77523375E+1
8.46171000E+2	-7.77987090E+1
8.46175500E+2	-7.74262237E+1
8.46180000E+2	-7.85244549E+1
8.46184500E+2	-7.83126226E+1
8.46189000E+2	-7.83737848E+1
8.46193500E+2	-7.82017321E+1
8.46198000E+2	-7.83525237E+1
8.46202500E+2	-7.85292048E+1
8.46207000E+2	-7.83838126E+1
8.46211500E+2	-7.83465165E+1
8.46216000E+2	-7.81850851E+1
8.46220500E+2	-7.81896347E+1
8.46225000E+2	-7.81641547E+1
8.46229500E+2	-7.84153954E+1
8.46234000E+2	-7.76854826E+1
8.46238500E+2	-7.75127837E+1
8.46243000E+2	-7.79825596E+1
8.46247500E+2	-7.77775753E+1
8.46252000E+2	-7.75407252E+1
8.46256500E+2	-7.78060756E+1
8.46261000E+2	-7.76679564E+1
8.46265500E+2	-7.81733040E+1
8.46270000E+2	-7.79487913E+1
8.46274500E+2	-7.76376302E+1
8.46279000E+2	-7.79399121E+1
8.46283500E+2	-7.80077648E+1
8.46288000E+2	-7.77107819E+1
8.46292500E+2	-7.80256614E+1
8.46297000E+2	-7.82109711E+1
8.46301500E+2	-7.81117427E+1
8.46306000E+2	-7.78153519E+1
8.46310500E+2	-7.83518402E+1
8.46315000E+2	-7.78559795E+1
8.46319500E+2	-7.83093825E+1
8.46324000E+2	-7.80159617E+1
8.46328500E+2	-7.81471035E+1
8.46333000E+2	-7.71275443E+1
8.46337500E+2	-7.78962947E+1
8.46342000E+2	-7.83118645E+1
8.46346500E+2	-7.78921391E+1
8.46351000E+2	-7.83826038E+1
8.46355500E+2	-7.76304015E+1
8.46360000E+2	-7.77286993E+1
8.46364500E+2	-7.80741043E+1
8.46369000E+2	-7.82867815E+1
8.46373500E+2	-7.79696725E+1
8.46378000E+2	-7.80470238E+1
8.46382500E+2	-7.78585834E+1
8.46387000E+2	-7.79366829E+1
8.46391500E+2	-7.75797651E+1
8.46396000E+2	-7.80692537E+1
8.46400500E+2	-7.79066060E+1
8.46405000E+2	-7.82365396E+1
8.46409500E+2	-7.81254503E+1
8.46414000E+2	-7.81857676E+1
8.46418500E+2	-7.82999337E+1
8.46423000E+2	-7.76835740E+1
8.46427500E+2	-7.80101310E+1
8.46432000E+2	-7.79795479E+1
8.46436500E+2	-7.80752831E+1
8.46441000E+2	-7.83044863E+1
8.46445500E+2	-7.81724097E+1
8.46450000E+2	-7.77988790E+1
8.46454500E+2	-7.78726502E+1
8.46459000E+2	-7.85347462E+1
8.46463500E+2	-7.81820867E+1
8.46468000E+2	-7.83179151E+1
8.46472500E+2	-7.80606255E+1
8.46477000E+2	-7.82575859E+1
8.46481500E+2	-7.79357206E+1
8.46486000E+2	-7.77711236E+1
8.46490500E+2	-7.78951710E+1
8.46495000E+2	-7.77112961E+1
8.46499500E+2	-7.77213991E+1
8.46504000E+2	-7.78893914E+1
8.46508500E+2	-7.81583854E+1
8.46513000E+2	-7.78024151E+1
8.46517500E+2	-7.75860013E+1
8.46522000E+2	-7.79989698E+1
8.46526500E+2	-7.79236967E+1
8.46531000E+2	-7.80147286E+1
8.46535500E+2	-7.85193247E+1
8.46540000E+2	-7.83043822E+1
8.46544500E+2	-7.82248954E+1
8.46549000E+2	-7.76434391E+1
8.46553500E+2	-7.82961264E+1
8.46558000E+2	-7.83720168E+1
8.46562500E+2	-7.79393038E+1
8.46567000E+2	-7.75418293E+1
8.46571500E+2	-7.77717679E+1
8.46576000E+2	-7.81436119E+1
8.46580500E+2	-7.82631413E+1
8.46585000E+2	-7.84159687E+1
8.46589500E+2	-7.81786299E+1
8.46594000E+2	-7.74244770E+1
8.46598500E+2	-7.80997244E+1
8.46603000E+2	-7.79480304E+1
8.46607500E+2	-7.83991082E+1
8.46612000E+2	-7.82301362E+1
8.46616500E+2	-7.83015625E+1
8.46621000E+2	-7.79867805E+1
8.46625500E+2	-7.82303260E+1
8.46630000E+2	-7.85005763E+1
8.46634500E+2	-7.83449926E+1
8.46639000E+2	-7.83944450E+1
8.46643500E+2	-7.82317308E+1
8.46648000E+2	-7.81931880E+1
8.46652500E+2	-7.78381630E+1
8.46657000E+2	-7.79525808E+1
8.46661500E+2	-7.75045500E+1
8.46666000E+2	-7.76797360E+1
8.46670500E+2	-7.81752580E+1
8.46675000E+2	-7.83220732E+1
8.46679500E+2	-7.79920631E+1
8.46684000E+2	-7.84145525E+1
8.46688500E+2	-7.86079904E+1
8.46693000E+2	-7.80589951E+1
8.46697500E+2	-7.79633676E+1
8.46702000E+2	-7.81205408E+1
8.46706500E+2	-7.81683065E+1
8.46711000E+2	-7.80621165E+1
8.46715500E+2	-7.78610341E+1
8.46720000E+2	-7.77743314E+1
8.46724500E+2	-7.74212022E+1
8.46729000E+2	-7.72120659E+1
8.46733500E+2	-7.73852719E+1
8.46738000E+2	-7.76350646E+1
8.46742500E+2	-7.70695566E+1
8.46747000E+2	-7.70441986E+1
8.46751500E+2	-7.75919226E+1
8.46756000E+2	-7.75528226E+1
8.46760500E+2	-7.72200374E+1
8.46765000E+2	-7.70671596E+1
8.46769500E+2	-7.71353647E+1
8.46774000E+2	-7.71159677E+1
8.46778500E+2	-7.69334374E+1
8.46783000E+2	-7.67503626E+1
8.46787500E+2	-7.71963577E+1
8.46792000E+2	-7.76113253E+1
8.46796500E+2	-7.72250809E+1
8.46801000E+2	-7.67827120E+1
8.46805500E+2	-7.59337787E+1
8.46810000E+2	-7.59636645E+1
8.46814500E+2	-7.58971654E+1
8.46819000E+2	-7.63183089E+1
8.46823500E+2	-7.63482546E+1
8.46828000E+2	-7.53522583E+1
8.46832500E+2	-7.50440793E+1
8.46837000E+2	-7.58872434E+1
8.46841500E+2	-7.63540454E+1
8.46846000E+2	-7.59128391E+1
8.46850500E+2	-7.60583723E+1
8.46855000E+2	-7.62653730E+1
8.46859500E+2	-7.62026062E+1
8.46864000E+2	-7.61453938E+1
8.46868500E+2	-7.63818815E+1
8.46873000E+2	-7.69578064E+1
8.46877500E+2	-7.73325957E+1
8.46882000E+2	-7.74334138E+1
8.46886500E+2	-7.74710289E+1
8.46891000E+2	-7.78766099E+1
8.46895500E+2	-7.77656217E+1
8.46900000E+2	-7.74830857E+1
8.46904500E+2	-7.75334019E+1
8.46909000E+2	-7.73804466E+1
8.46913500E+2	-7.80008802E+1
8.46918000E+2	-7.78287846E+1
8.46922500E+2	-7.78814349E+1
8.46927000E+2	-7.77001508E+1
8.46931500E+2	-7.80657108E+1
8.46936000E+2	-7.82500345E+1
8.46940500E+2	-7.81834821E+1
8.46945000E+2	-7.78173355E+1
8.46949500E+2	-7.78896523E+1
8.46954000E+2	-7.80361567E+1
8.46958500E+2	-7.80658297E+1
8.46963000E+2	-7.78524097E+1
8.46967500E+2	-7.81228241E+1
8.46972000E+2	-7.76857857E+1
8.46976500E+2	-7.81317676E+1
8.46981000E+2	-7.77842752E+1
8.46985500E+2	-7.79858482E+1
8.46990000E+2	-7.86288051E+1
8.46994500E+2	-7.82367163E+1
8.46999000E+2	-7.83313445E+1
8.47003500E+2	-7.84122536E+1
8.47008000E+2	-7.80556649E+1
8.47012500E+2	-7.85700302E+1
8.47017000E+2	-7.79492600E+1
8.47021500E+2	-7.80195473E+1
8.47026000E+2	-7.83767343E+1
8.47030500E+2	-7.85683710E+1
8.47035000E+2	-7.81449558E+1
8.47039500E+2	-7.81897913E+1
8.47044000E+2	-7.78756450E+1
8.47048500E+2	-7.81841644E+1
