8.46000000E+2	-8.69334864E+1
8.46004500E+2	-8.69490244E+1
8.46009000E+2	-8.73795603E+1
8.46013500E+2	-8.73478811E+1
8.46018000E+2	-8.69702485E+1
8.46022500E+2	-8.75544945E+1
8.46027000E+2	-8.77720416E+1
8.46031500E+2	-8.72129266E+1
8.46036000E+2	-8.71186607E+1
8.46040500E+2	-8.79993770E+1
8.46045000E+2	-8.79260964E+1
8.46049500E+2	-8.73408837E+1
8.46054000E+2	-8.70446105E+1
8.46058500E+2	-8.74972882E+1
8.46063000E+2	-8.70170747E+1
8.46067500E+2	-8.76647846E+1
8.46072000E+2	-8.67724241E+1
8.46076500E+2	-8.74838331E+1
8.46081000E+2	-8.79066289E+1
8.46085500E+2	-8.82177369E+1
8.46090000E+2	-8.80505229E+1
8.46094500E+2	-8.78851528E+1
8.46099000E+2	-8.76984777E+1
8.46103500E+2	-8.75167353E+1
8.46108000E+2	-8.77401942E+1
8.46112500E+2	-8.79548574E+1
8.46117000E+2	-8.77563019E+1
8.46121500E+2	-8.71555945E+1
8.46126000E+2	-8.69259827E+1
8.46130500E+2	-8.68384695E+1
8.46135000E+2	-8.80570666E+1
8.46139500E+2	-8.77903770E+1
8.46144000E+2	-8.74708001E+1
8.46148500E+2	-8.77044158E+1
8.46153000E+2	-8.77897450E+1
8.46157500E+2	-8.66573330E+1
8.46162000E+2	-8.75791102E+1
8.46166500E+2	-8.76073484E+1
8.46171000E+2	-8.74801390E+1
8.46175500E+2	-8.74256027E+1
8.46180000E+2	-8.78002189E+1
8.46184500E+2	-8.79245757E+1
8.46189000E+2	-8.83909238E+1
8.46193500E+2	-8.75106973E+1
8.46198000E+2	-8.73033519E+1
8.46202500E+2	-8.73261654E+1
8.46207000E+2	-8.71348994E+1
8.46211500E+2	-8.76353828E+1
8.46216000E+2	-8.78348214E+1
8.46220500E+2	-8.73723811E+1
8.46225000E+2	-8.80646835E+1
8.46229500E+2	-8.79785960E+1
8.46234000E+2	-8.68019125E+1
8.46238500E+2	-8.73080736E+1
8.46243000E+2	-8.80590221E+1
8.46247500E+2	-8.80029664E+1
8.46252000E+2	-8.76804175E+1
8.46256500E+2	-8.80363479E+1
8.46261000E+2	-8.77842719E+1
8.46265500E+2	-8.74061026E+1
8.46270000E+2	-8.79097236E+1
8.46274500E+2	-8.82654538E+1
8.46279000E+2	-8.75600873E+1
8.46283500E+2	-8.76130015E+1
8.46288000E+2	-8.71499949E+1
8.46292500E+2	-8.65765895E+1
8.46297000E+2	-8.73958928E+1
8.46301500E+2	-8.76975988E+1
8.46306000E+2	-8.70338095E+1
8.46310500E+2	-8.62681963E+1
8.46315000E+2	-8.65035576E+1
